Év,Város,Lakástípus,Lakásár (EUR/m²),Bérleti díj (EUR/hó),Nettó jövedelem (EUR/hó),EUR/RON árfolyam,Munkanélküliségi ráta (%)
2018-Q3,Nagyszeben,Új lakás,1603.03,430.76,690.73,4.652,5.36
2018-Q3,Nagyszeben,Felújított lakás,1402.9,364.35,690.73,4.652,5.36
2018-Q3,Nagyszeben,Használt lakás,1173.32,313.81,690.73,4.652,5.36
2018-Q3,Târgu Mureș,Új lakás,1570.25,413.14,710.68,4.652,5.41
2018-Q3,Târgu Mureș,Felújított lakás,1388.13,372.85,710.68,4.652,5.41
2018-Q3,Târgu Mureș,Használt lakás,1172.75,319.61,710.68,4.652,5.41
2018-Q4,Bukarest,Új lakás,1580.71,408.76,691.28,4.633,5.86
2018-Q4,Bukarest,Felújított lakás,1382.87,353.5,691.28,4.633,5.86
2018-Q4,Bukarest,Használt lakás,1182.67,329.51,691.28,4.633,5.86
2018-Q4,Kolozsvár,Új lakás,1588.09,426.58,681.46,4.633,5.14
2018-Q4,Kolozsvár,Felújított lakás,1392.93,357.4,681.46,4.633,5.14
2018-Q4,Kolozsvár,Használt lakás,1202.27,316.45,681.46,4.633,5.14
2018-Q4,Temesvár,Új lakás,1575.71,416.25,703.38,4.633,5.52
2018-Q4,Temesvár,Felújított lakás,1405.83,356.16,703.38,4.633,5.52
2018-Q4,Temesvár,Használt lakás,1178.28,305.86,703.38,4.633,5.52
2018-Q4,Brassó,Új lakás,1581.19,416.5,701.57,4.633,5.32
2018-Q4,Brassó,Felújított lakás,1417.83,353.21,701.57,4.633,5.32
2018-Q4,Brassó,Használt lakás,1197.02,319.22,701.57,4.633,5.32
2018-Q4,Jászvásár,Új lakás,1610.89,405.05,689.07,4.633,5.15
2018-Q4,Jászvásár,Felújított lakás,1381.98,358.13,689.07,4.633,5.15
2018-Q4,Jászvásár,Használt lakás,1217.73,302.5,689.07,4.633,5.15
2018-Q4,Konstanca,Új lakás,1607.62,421.13,711.74,4.633,5.86
2018-Q4,Konstanca,Felújított lakás,1405.83,359.25,711.74,4.633,5.86
2018-Q4,Konstanca,Használt lakás,1190.86,318.37,711.74,4.633,5.86
2018-Q4,Craiova,Új lakás,1580.06,429.49,696.41,4.633,5.39
2018-Q4,Craiova,Felújított lakás,1380.42,352.86,696.41,4.633,5.39
2018-Q4,Craiova,Használt lakás,1178.16,308.13,696.41,4.633,5.39
2018-Q4,Galac,Új lakás,1600.32,409.95,677.61,4.633,5.41
2018-Q4,Galac,Felújított lakás,1377.26,367.07,677.61,4.633,5.41
2018-Q4,Galac,Használt lakás,1197.93,308.04,677.61,4.633,5.41
2018-Q4,Ploiești,Új lakás,1577.49,430.55,694.57,4.633,5.8
2018-Q4,Ploiești,Felújított lakás,1381.39,375.55,694.57,4.633,5.8
2018-Q4,Ploiești,Használt lakás,1192.93,313.17,694.57,4.633,5.8
2018-Q4,Nagyvárad,Új lakás,1606.49,413.69,677.18,4.633,5.49
2018-Q4,Nagyvárad,Felújított lakás,1406.65,366.16,677.18,4.633,5.49
2018-Q4,Nagyvárad,Használt lakás,1218.1,322.65,677.18,4.633,5.49
2018-Q4,Arad,Új lakás,1606.41,420.7,687.85,4.633,5.16
2018-Q4,Arad,Felújított lakás,1402.83,375.64,687.85,4.633,5.16
2018-Q4,Arad,Használt lakás,1190.57,311.91,687.85,4.633,5.16
2018-Q4,Nagyszeben,Új lakás,1607.46,412.6,695.12,4.633,5.34
2018-Q4,Nagyszeben,Felújított lakás,1400.85,376.37,695.12,4.633,5.34
2018-Q4,Nagyszeben,Használt lakás,1176.08,300.37,695.12,4.633,5.34
2018-Q4,Târgu Mureș,Új lakás,1600.88,413.74,697.73,4.633,5.81
2018-Q4,Târgu Mureș,Felújított lakás,1386.12,380.35,697.73,4.633,5.81
2018-Q4,Târgu Mureș,Használt lakás,1187.06,310.41,697.73,4.633,5.81
2019-Q1,Bukarest,Új lakás,1677.74,458.96,731.54,4.723,5.14
2019-Q1,Bukarest,Felújított lakás,1471.52,387.88,731.54,4.723,5.14
2019-Q1,Bukarest,Használt lakás,1270.63,340.22,731.54,4.723,5.14
2019-Q1,Kolozsvár,Új lakás,1669.82,443.71,725.97,4.723,5.55
2019-Q1,Kolozsvár,Felújított lakás,1488.56,385.26,725.97,4.723,5.55
2019-Q1,Kolozsvár,Használt lakás,1256.82,332.2,725.97,4.723,5.55
2019-Q1,Temesvár,Új lakás,1673.47,451.94,744.39,4.723,5.24
2019-Q1,Temesvár,Felújított lakás,1489.91,380.5,744.39,4.723,5.24
2019-Q1,Temesvár,Használt lakás,1262.16,326.27,744.39,4.723,5.24
2019-Q1,Brassó,Új lakás,1706.94,460.2,732.26,4.723,4.99
2019-Q1,Brassó,Felújított lakás,1460.59,379.46,732.26,4.723,4.99
2019-Q1,Brassó,Használt lakás,1273.06,348.88,732.26,4.723,4.99
2019-Q1,Jászvásár,Új lakás,1699.21,457.95,743.97,4.723,5.32
2019-Q1,Jászvásár,Felújított lakás,1461.83,399.21,743.97,4.723,5.32
2019-Q1,Jászvásár,Használt lakás,1256.39,338.24,743.97,4.723,5.32
2019-Q1,Konstanca,Új lakás,1707.04,439.76,715.91,4.723,5.25
2019-Q1,Konstanca,Felújított lakás,1487.79,408.4,715.91,4.723,5.25
2019-Q1,Konstanca,Használt lakás,1262.19,350.64,715.91,4.723,5.25
2019-Q1,Craiova,Új lakás,1688.02,441.26,720.42,4.723,4.93
2019-Q1,Craiova,Felújított lakás,1487.14,392.28,720.42,4.723,4.93
2019-Q1,Craiova,Használt lakás,1285.3,324.13,720.42,4.723,4.93
2019-Q1,Galac,Új lakás,1693.59,446.57,720.96,4.723,5.6
2019-Q1,Galac,Felújított lakás,1479.13,380.17,720.96,4.723,5.6
2019-Q1,Galac,Használt lakás,1278.8,350.32,720.96,4.723,5.6
2019-Q1,Ploiești,Új lakás,1670.35,458.0,748.86,4.723,5.24
2019-Q1,Ploiești,Felújított lakás,1499.57,401.09,748.86,4.723,5.24
2019-Q1,Ploiești,Használt lakás,1273.49,331.94,748.86,4.723,5.24
2019-Q1,Nagyvárad,Új lakás,1713.0,463.65,744.41,4.723,4.93
2019-Q1,Nagyvárad,Felújított lakás,1496.25,385.21,744.41,4.723,4.93
2019-Q1,Nagyvárad,Használt lakás,1242.68,336.98,744.41,4.723,4.93
2019-Q1,Arad,Új lakás,1675.11,450.27,722.98,4.723,5.55
2019-Q1,Arad,Felújított lakás,1454.64,380.81,722.98,4.723,5.55
2019-Q1,Arad,Használt lakás,1284.8,332.16,722.98,4.723,5.55
2019-Q1,Nagyszeben,Új lakás,1703.76,457.17,723.47,4.723,5.35
2019-Q1,Nagyszeben,Felújított lakás,1477.68,389.62,723.47,4.723,5.35
2019-Q1,Nagyszeben,Használt lakás,1281.88,331.57,723.47,4.723,5.35
2019-Q1,Târgu Mureș,Új lakás,1711.52,446.81,751.97,4.723,5.18
2019-Q1,Târgu Mureș,Felújított lakás,1487.05,391.18,751.97,4.723,5.18
2019-Q1,Târgu Mureș,Használt lakás,1289.33,331.31,751.97,4.723,5.18
2019-Q2,Bukarest,Új lakás,1666.76,445.69,744.21,4.683,5.53
2019-Q2,Bukarest,Felújított lakás,1497.63,381.03,744.21,4.683,5.53
2019-Q2,Bukarest,Használt lakás,1243.08,352.39,744.21,4.683,5.53
2019-Q2,Kolozsvár,Új lakás,1696.4,464.32,730.55,4.683,5.23
2019-Q2,Kolozsvár,Felújított lakás,1491.91,388.66,730.55,4.683,5.23
2019-Q2,Kolozsvár,Használt lakás,1266.68,338.11,730.55,4.683,5.23
2019-Q2,Temesvár,Új lakás,1678.72,435.65,754.45,4.683,4.94
2019-Q2,Temesvár,Felújított lakás,1494.83,408.63,754.45,4.683,4.94
2019-Q2,Temesvár,Használt lakás,1287.81,333.16,754.45,4.683,4.94
2019-Q2,Brassó,Új lakás,1707.95,445.0,751.37,4.683,5.05
2019-Q2,Brassó,Felújított lakás,1496.94,391.05,751.37,4.683,5.05
2019-Q2,Brassó,Használt lakás,1265.64,332.38,751.37,4.683,5.05
2019-Q2,Jászvásár,Új lakás,1711.7,458.28,722.45,4.683,5.27
2019-Q2,Jászvásár,Felújított lakás,1496.91,396.21,722.45,4.683,5.27
2019-Q2,Jászvásár,Használt lakás,1246.7,345.85,722.45,4.683,5.27
2019-Q2,Konstanca,Új lakás,1710.19,464.56,748.64,4.683,5.4
2019-Q2,Konstanca,Felújított lakás,1490.46,381.58,748.64,4.683,5.4
2019-Q2,Konstanca,Használt lakás,1244.65,331.25,748.64,4.683,5.4
2019-Q2,Craiova,Új lakás,1665.61,455.87,726.1,4.683,4.95
2019-Q2,Craiova,Felújított lakás,1477.91,393.85,726.1,4.683,4.95
2019-Q2,Craiova,Használt lakás,1286.07,349.72,726.1,4.683,4.95
2019-Q2,Galac,Új lakás,1692.43,441.79,747.4,4.683,5.13
2019-Q2,Galac,Felújított lakás,1493.31,384.65,747.4,4.683,5.13
2019-Q2,Galac,Használt lakás,1280.44,330.21,747.4,4.683,5.13
2019-Q2,Ploiești,Új lakás,1692.5,443.47,717.75,4.683,5.31
2019-Q2,Ploiești,Felújított lakás,1494.64,405.08,717.75,4.683,5.31
2019-Q2,Ploiești,Használt lakás,1246.87,336.16,717.75,4.683,5.31
2019-Q2,Nagyvárad,Új lakás,1702.53,458.04,720.21,4.683,5.07
2019-Q2,Nagyvárad,Felújított lakás,1460.96,385.87,720.21,4.683,5.07
2019-Q2,Nagyvárad,Használt lakás,1254.62,327.01,720.21,4.683,5.07
2019-Q2,Arad,Új lakás,1688.74,447.2,746.1,4.683,5.03
2019-Q2,Arad,Felújított lakás,1497.95,403.04,746.1,4.683,5.03
2019-Q2,Arad,Használt lakás,1281.73,338.22,746.1,4.683,5.03
2019-Q2,Nagyszeben,Új lakás,1690.25,450.09,726.68,4.683,5.5
2019-Q2,Nagyszeben,Felújított lakás,1475.95,392.18,726.68,4.683,5.5
2019-Q2,Nagyszeben,Használt lakás,1242.59,342.03,726.68,4.683,5.5
2019-Q2,Târgu Mureș,Új lakás,1668.29,440.32,724.16,4.683,4.92
2019-Q2,Târgu Mureș,Felújított lakás,1455.36,403.1,724.16,4.683,4.92
2019-Q2,Târgu Mureș,Használt lakás,1250.37,345.17,724.16,4.683,4.92
2019-Q3,Bukarest,Új lakás,1676.74,443.18,730.06,4.693,5.52
2019-Q3,Bukarest,Felújított lakás,1500.93,396.18,730.06,4.693,5.52
2019-Q3,Bukarest,Használt lakás,1260.05,326.44,730.06,4.693,5.52
2019-Q3,Kolozsvár,Új lakás,1707.35,448.75,743.68,4.693,5.23
2019-Q3,Kolozsvár,Felújított lakás,1484.55,387.71,743.68,4.693,5.23
2019-Q3,Kolozsvár,Használt lakás,1265.19,330.64,743.68,4.693,5.23
2019-Q3,Temesvár,Új lakás,1696.57,442.58,722.85,4.693,5.55
2019-Q3,Temesvár,Felújított lakás,1485.88,378.79,722.85,4.693,5.55
2019-Q3,Temesvár,Használt lakás,1271.89,323.57,722.85,4.693,5.55
2019-Q3,Brassó,Új lakás,1701.42,439.73,717.97,4.693,4.98
2019-Q3,Brassó,Felújított lakás,1485.93,385.35,717.97,4.693,4.98
2019-Q3,Brassó,Használt lakás,1261.58,325.64,717.97,4.693,4.98
2019-Q3,Jászvásár,Új lakás,1666.58,437.8,741.0,4.693,5.43
2019-Q3,Jászvásár,Felújított lakás,1475.46,379.05,741.0,4.693,5.43
2019-Q3,Jászvásár,Használt lakás,1242.67,335.42,741.0,4.693,5.43
2019-Q3,Konstanca,Új lakás,1682.46,436.5,747.01,4.693,5.03
2019-Q3,Konstanca,Felújított lakás,1483.63,407.0,747.01,4.693,5.03
2019-Q3,Konstanca,Használt lakás,1245.26,344.03,747.01,4.693,5.03
2019-Q3,Craiova,Új lakás,1683.78,442.83,733.53,4.693,5.54
2019-Q3,Craiova,Felújított lakás,1468.37,395.92,733.53,4.693,5.54
2019-Q3,Craiova,Használt lakás,1285.47,332.91,733.53,4.693,5.54
2019-Q3,Galac,Új lakás,1708.01,459.67,751.51,4.693,5.06
2019-Q3,Galac,Felújított lakás,1492.41,408.5,751.51,4.693,5.06
2019-Q3,Galac,Használt lakás,1277.42,343.39,751.51,4.693,5.06
2019-Q3,Ploiești,Új lakás,1668.35,454.77,755.62,4.693,4.92
2019-Q3,Ploiești,Felújított lakás,1454.19,400.12,755.62,4.693,4.92
2019-Q3,Ploiești,Használt lakás,1248.69,322.79,755.62,4.693,4.92
2019-Q3,Nagyvárad,Új lakás,1681.01,445.87,752.07,4.693,5.05
2019-Q3,Nagyvárad,Felújított lakás,1473.91,396.51,752.07,4.693,5.05
2019-Q3,Nagyvárad,Használt lakás,1271.09,340.61,752.07,4.693,5.05
2019-Q3,Arad,Új lakás,1705.94,455.43,735.55,4.693,5.0
2019-Q3,Arad,Felújított lakás,1487.68,393.02,735.55,4.693,5.0
2019-Q3,Arad,Használt lakás,1260.98,347.67,735.55,4.693,5.0
2019-Q3,Nagyszeben,Új lakás,1691.68,452.55,736.46,4.693,4.97
2019-Q3,Nagyszeben,Felújított lakás,1490.94,393.36,736.46,4.693,4.97
2019-Q3,Nagyszeben,Használt lakás,1256.57,346.33,736.46,4.693,4.97
2019-Q3,Târgu Mureș,Új lakás,1703.89,438.81,718.44,4.693,5.31
2019-Q3,Târgu Mureș,Felújított lakás,1453.23,386.4,718.44,4.693,5.31
2019-Q3,Târgu Mureș,Használt lakás,1271.87,327.2,718.44,4.693,5.31
2019-Q4,Bukarest,Új lakás,1698.35,454.54,745.09,4.714,5.37
2019-Q4,Bukarest,Felújított lakás,1495.77,398.02,745.09,4.714,5.37
2019-Q4,Bukarest,Használt lakás,1280.63,347.91,745.09,4.714,5.37
2019-Q4,Kolozsvár,Új lakás,1708.24,460.78,747.57,4.714,5.5
2019-Q4,Kolozsvár,Felújított lakás,1490.31,396.0,747.57,4.714,5.5
2019-Q4,Kolozsvár,Használt lakás,1280.98,340.08,747.57,4.714,5.5
2019-Q4,Temesvár,Új lakás,1708.68,455.7,749.07,4.714,5.33
2019-Q4,Temesvár,Felújított lakás,1462.13,382.36,749.07,4.714,5.33
2019-Q4,Temesvár,Használt lakás,1246.18,327.62,749.07,4.714,5.33
2019-Q4,Brassó,Új lakás,1701.86,454.16,739.99,4.714,5.59
2019-Q4,Brassó,Felújított lakás,1502.4,402.15,739.99,4.714,5.59
2019-Q4,Brassó,Használt lakás,1278.01,325.03,739.99,4.714,5.59
2019-Q4,Jászvásár,Új lakás,1671.38,460.62,716.77,4.714,5.19
2019-Q4,Jászvásár,Felújított lakás,1470.03,389.38,716.77,4.714,5.19
2019-Q4,Jászvásár,Használt lakás,1280.98,341.36,716.77,4.714,5.19
2019-Q4,Konstanca,Új lakás,1663.75,452.77,739.61,4.714,5.46
2019-Q4,Konstanca,Felújított lakás,1498.2,388.35,739.61,4.714,5.46
2019-Q4,Konstanca,Használt lakás,1245.57,352.1,739.61,4.714,5.46
2019-Q4,Craiova,Új lakás,1691.45,464.12,717.64,4.714,5.04
2019-Q4,Craiova,Felújított lakás,1469.72,405.12,717.64,4.714,5.04
2019-Q4,Craiova,Használt lakás,1269.79,349.61,717.64,4.714,5.04
2019-Q4,Galac,Új lakás,1703.33,443.33,752.21,4.714,5.39
2019-Q4,Galac,Felújított lakás,1458.52,378.91,752.21,4.714,5.39
2019-Q4,Galac,Használt lakás,1260.55,349.73,752.21,4.714,5.39
2019-Q4,Ploiești,Új lakás,1681.9,447.6,730.24,4.714,5.58
2019-Q4,Ploiești,Felújított lakás,1488.69,388.15,730.24,4.714,5.58
2019-Q4,Ploiești,Használt lakás,1262.44,352.06,730.24,4.714,5.58
2019-Q4,Nagyvárad,Új lakás,1674.97,448.77,716.57,4.714,4.87
2019-Q4,Nagyvárad,Felújított lakás,1468.5,398.75,716.57,4.714,4.87
2019-Q4,Nagyvárad,Használt lakás,1289.58,330.17,716.57,4.714,4.87
2019-Q4,Arad,Új lakás,1684.28,443.52,718.2,4.714,5.13
2019-Q4,Arad,Felújított lakás,1497.14,404.43,718.2,4.714,5.13
2019-Q4,Arad,Használt lakás,1268.32,340.35,718.2,4.714,5.13
2019-Q4,Nagyszeben,Új lakás,1698.68,443.24,738.09,4.714,5.55
2019-Q4,Nagyszeben,Felújított lakás,1484.39,389.75,738.09,4.714,5.55
2019-Q4,Nagyszeben,Használt lakás,1272.72,346.46,738.09,4.714,5.55
2019-Q4,Târgu Mureș,Új lakás,1693.55,461.75,738.57,4.714,5.15
2019-Q4,Târgu Mureș,Felújított lakás,1462.03,393.98,738.57,4.714,5.15
2019-Q4,Târgu Mureș,Használt lakás,1276.06,350.2,738.57,4.714,5.15
2020-Q1,Bukarest,Új lakás,1780.99,477.95,768.02,4.782,5.1
2020-Q1,Bukarest,Felújított lakás,1544.22,406.6,768.02,4.782,5.1
2020-Q1,Bukarest,Használt lakás,1348.84,357.18,768.02,4.782,5.1
2020-Q1,Kolozsvár,Új lakás,1784.16,480.66,784.71,4.782,5.08
2020-Q1,Kolozsvár,Felújított lakás,1580.32,414.17,784.71,4.782,5.08
2020-Q1,Kolozsvár,Használt lakás,1325.47,373.82,784.71,4.782,5.08
2020-Q1,Temesvár,Új lakás,1766.49,466.93,763.45,4.782,5.23
2020-Q1,Temesvár,Felújított lakás,1576.02,430.9,763.45,4.782,5.23
2020-Q1,Temesvár,Használt lakás,1316.66,354.83,763.45,4.782,5.23
2020-Q1,Brassó,Új lakás,1802.37,483.17,780.31,4.782,4.9
2020-Q1,Brassó,Felújított lakás,1575.03,421.21,780.31,4.782,4.9
2020-Q1,Brassó,Használt lakás,1313.41,352.15,780.31,4.782,4.9
2020-Q1,Jászvásár,Új lakás,1769.05,482.69,759.49,4.782,5.38
2020-Q1,Jászvásár,Felújított lakás,1551.82,428.0,759.49,4.782,5.38
2020-Q1,Jászvásár,Használt lakás,1322.81,346.97,759.49,4.782,5.38
2020-Q1,Konstanca,Új lakás,1795.15,483.64,773.83,4.782,4.87
2020-Q1,Konstanca,Felújított lakás,1552.41,415.56,773.83,4.782,4.87
2020-Q1,Konstanca,Használt lakás,1357.79,351.24,773.83,4.782,4.87
2020-Q1,Craiova,Új lakás,1759.8,468.72,781.77,4.782,5.06
2020-Q1,Craiova,Felújított lakás,1561.83,408.64,781.77,4.782,5.06
2020-Q1,Craiova,Használt lakás,1313.17,363.14,781.77,4.782,5.06
2020-Q1,Galac,Új lakás,1796.2,475.65,774.99,4.782,4.8
2020-Q1,Galac,Felújított lakás,1564.11,425.67,774.99,4.782,4.8
2020-Q1,Galac,Használt lakás,1338.59,364.52,774.99,4.782,4.8
2020-Q1,Ploiești,Új lakás,1760.86,474.51,759.88,4.782,4.71
2020-Q1,Ploiești,Felújított lakás,1538.83,426.75,759.88,4.782,4.71
2020-Q1,Ploiești,Használt lakás,1323.53,371.11,759.88,4.782,4.71
2020-Q1,Nagyvárad,Új lakás,1758.47,490.48,776.26,4.782,5.29
2020-Q1,Nagyvárad,Felújított lakás,1537.21,426.14,776.26,4.782,5.29
2020-Q1,Nagyvárad,Használt lakás,1348.34,347.06,776.26,4.782,5.29
2020-Q1,Arad,Új lakás,1777.6,494.93,766.09,4.782,5.28
2020-Q1,Arad,Felújított lakás,1583.7,416.13,766.09,4.782,5.28
2020-Q1,Arad,Használt lakás,1355.49,363.22,766.09,4.782,5.28
2020-Q1,Nagyszeben,Új lakás,1763.51,482.27,767.04,4.782,5.02
2020-Q1,Nagyszeben,Felújított lakás,1568.65,426.19,767.04,4.782,5.02
2020-Q1,Nagyszeben,Használt lakás,1312.88,366.79,767.04,4.782,5.02
2020-Q1,Târgu Mureș,Új lakás,1777.7,475.84,782.11,4.782,4.71
2020-Q1,Târgu Mureș,Felújított lakás,1539.7,414.94,782.11,4.782,4.71
2020-Q1,Târgu Mureș,Használt lakás,1333.56,347.21,782.11,4.782,4.71
2020-Q2,Bukarest,Új lakás,1786.15,490.49,767.08,4.747,4.74
2020-Q2,Bukarest,Felújított lakás,1553.2,412.36,767.08,4.747,4.74
2020-Q2,Bukarest,Használt lakás,1361.23,368.51,767.08,4.747,4.74
2020-Q2,Kolozsvár,Új lakás,1777.04,473.76,783.38,4.747,5.27
2020-Q2,Kolozsvár,Felújított lakás,1539.36,430.99,783.38,4.747,5.27
2020-Q2,Kolozsvár,Használt lakás,1332.17,350.45,783.38,4.747,5.27
2020-Q2,Temesvár,Új lakás,1772.04,479.33,775.58,4.747,4.95
2020-Q2,Temesvár,Felújított lakás,1561.69,410.94,775.58,4.747,4.95
2020-Q2,Temesvár,Használt lakás,1359.1,355.37,775.58,4.747,4.95
2020-Q2,Brassó,Új lakás,1792.5,492.81,783.86,4.747,5.03
2020-Q2,Brassó,Felújított lakás,1562.25,431.95,783.86,4.747,5.03
2020-Q2,Brassó,Használt lakás,1347.48,355.96,783.86,4.747,5.03
2020-Q2,Jászvásár,Új lakás,1759.66,467.53,766.6,4.747,4.78
2020-Q2,Jászvásár,Felújított lakás,1572.55,423.37,766.6,4.747,4.78
2020-Q2,Jászvásár,Használt lakás,1361.12,349.71,766.6,4.747,4.78
2020-Q2,Konstanca,Új lakás,1760.27,489.63,765.71,4.747,4.65
2020-Q2,Konstanca,Felújított lakás,1576.6,432.04,765.71,4.747,4.65
2020-Q2,Konstanca,Használt lakás,1332.76,372.9,765.71,4.747,4.65
2020-Q2,Craiova,Új lakás,1786.05,466.66,765.1,4.747,4.94
2020-Q2,Craiova,Felújított lakás,1575.48,422.22,765.1,4.747,4.94
2020-Q2,Craiova,Használt lakás,1354.92,356.2,765.1,4.747,4.94
2020-Q2,Galac,Új lakás,1762.8,465.61,771.35,4.747,5.1
2020-Q2,Galac,Felújított lakás,1540.55,425.47,771.35,4.747,5.1
2020-Q2,Galac,Használt lakás,1312.19,365.12,771.35,4.747,5.1
2020-Q2,Ploiești,Új lakás,1769.26,477.94,762.24,4.747,4.61
2020-Q2,Ploiești,Felújított lakás,1582.65,418.27,762.24,4.747,4.61
2020-Q2,Ploiești,Használt lakás,1324.71,345.99,762.24,4.747,4.61
2020-Q2,Nagyvárad,Új lakás,1778.05,481.1,784.85,4.747,4.84
2020-Q2,Nagyvárad,Felújított lakás,1537.21,431.05,784.85,4.747,4.84
2020-Q2,Nagyvárad,Használt lakás,1324.02,348.82,784.85,4.747,4.84
2020-Q2,Arad,Új lakás,1777.94,477.68,765.28,4.747,5.1
2020-Q2,Arad,Felújított lakás,1570.49,425.93,765.28,4.747,5.1
2020-Q2,Arad,Használt lakás,1357.23,364.95,765.28,4.747,5.1
2020-Q2,Nagyszeben,Új lakás,1771.15,473.82,765.73,4.747,4.85
2020-Q2,Nagyszeben,Felújított lakás,1541.8,423.22,765.73,4.747,4.85
2020-Q2,Nagyszeben,Használt lakás,1331.15,354.44,765.73,4.747,4.85
2020-Q2,Târgu Mureș,Új lakás,1784.82,471.76,776.23,4.747,4.74
2020-Q2,Târgu Mureș,Felújított lakás,1536.56,425.61,776.23,4.747,4.74
2020-Q2,Târgu Mureș,Használt lakás,1337.24,372.64,776.23,4.747,4.74
2020-Q3,Bukarest,Új lakás,1760.28,494.84,763.51,4.785,4.85
2020-Q3,Bukarest,Felújított lakás,1550.66,412.54,763.51,4.785,4.85
2020-Q3,Bukarest,Használt lakás,1312.66,371.61,763.51,4.785,4.85
2020-Q3,Kolozsvár,Új lakás,1762.2,484.67,773.35,4.785,5.0
2020-Q3,Kolozsvár,Felújított lakás,1547.97,422.75,773.35,4.785,5.0
2020-Q3,Kolozsvár,Használt lakás,1316.95,374.58,773.35,4.785,5.0
2020-Q3,Temesvár,Új lakás,1786.34,465.54,787.39,4.785,5.28
2020-Q3,Temesvár,Felújított lakás,1561.64,407.47,787.39,4.785,5.28
2020-Q3,Temesvár,Használt lakás,1355.85,351.04,787.39,4.785,5.28
2020-Q3,Brassó,Új lakás,1762.76,473.69,770.4,4.785,5.11
2020-Q3,Brassó,Felújított lakás,1548.53,431.41,770.4,4.785,5.11
2020-Q3,Brassó,Használt lakás,1326.1,374.38,770.4,4.785,5.11
2020-Q3,Jászvásár,Új lakás,1783.75,468.09,760.19,4.785,4.72
2020-Q3,Jászvásár,Felújított lakás,1557.19,433.93,760.19,4.785,4.72
2020-Q3,Jászvásár,Használt lakás,1332.86,360.39,760.19,4.785,4.72
2020-Q3,Konstanca,Új lakás,1762.0,474.18,761.69,4.785,5.34
2020-Q3,Konstanca,Felújított lakás,1580.19,431.43,761.69,4.785,5.34
2020-Q3,Konstanca,Használt lakás,1352.36,355.71,761.69,4.785,5.34
2020-Q3,Craiova,Új lakás,1803.77,482.17,795.16,4.785,5.2
2020-Q3,Craiova,Felújított lakás,1550.68,424.89,795.16,4.785,5.2
2020-Q3,Craiova,Használt lakás,1346.81,354.05,795.16,4.785,5.2
2020-Q3,Galac,Új lakás,1785.29,466.0,772.17,4.785,4.97
2020-Q3,Galac,Felújított lakás,1537.47,419.03,772.17,4.785,4.97
2020-Q3,Galac,Használt lakás,1357.36,370.45,772.17,4.785,4.97
2020-Q3,Ploiești,Új lakás,1775.89,487.64,786.67,4.785,4.74
2020-Q3,Ploiești,Felújított lakás,1556.03,411.07,786.67,4.785,4.74
2020-Q3,Ploiești,Használt lakás,1340.53,364.65,786.67,4.785,4.74
2020-Q3,Nagyvárad,Új lakás,1781.92,472.43,792.02,4.785,5.23
2020-Q3,Nagyvárad,Felújított lakás,1557.11,405.2,792.02,4.785,5.23
2020-Q3,Nagyvárad,Használt lakás,1352.1,350.95,792.02,4.785,5.23
2020-Q3,Arad,Új lakás,1774.65,470.42,762.18,4.785,4.86
2020-Q3,Arad,Felújított lakás,1575.43,409.33,762.18,4.785,4.86
2020-Q3,Arad,Használt lakás,1349.99,347.65,762.18,4.785,4.86
2020-Q3,Nagyszeben,Új lakás,1801.4,477.49,789.48,4.785,5.02
2020-Q3,Nagyszeben,Felújított lakás,1536.97,419.14,789.48,4.785,5.02
2020-Q3,Nagyszeben,Használt lakás,1345.59,359.04,789.48,4.785,5.02
2020-Q3,Târgu Mureș,Új lakás,1787.12,473.39,766.16,4.785,5.1
2020-Q3,Târgu Mureș,Felújított lakás,1582.39,427.99,766.16,4.785,5.1
2020-Q3,Târgu Mureș,Használt lakás,1332.43,353.03,766.16,4.785,5.1
2020-Q4,Bukarest,Új lakás,1768.47,485.47,760.81,4.71,5.08
2020-Q4,Bukarest,Felújított lakás,1578.33,430.4,760.81,4.71,5.08
2020-Q4,Bukarest,Használt lakás,1337.49,359.61,760.81,4.71,5.08
2020-Q4,Kolozsvár,Új lakás,1782.2,466.82,774.84,4.71,5.35
2020-Q4,Kolozsvár,Felújított lakás,1561.31,421.65,774.84,4.71,5.35
2020-Q4,Kolozsvár,Használt lakás,1315.94,347.35,774.84,4.71,5.35
2020-Q4,Temesvár,Új lakás,1769.27,489.38,790.0,4.71,5.19
2020-Q4,Temesvár,Felújított lakás,1553.75,416.98,790.0,4.71,5.19
2020-Q4,Temesvár,Használt lakás,1338.2,360.1,790.0,4.71,5.19
2020-Q4,Brassó,Új lakás,1794.43,489.98,770.24,4.71,4.64
2020-Q4,Brassó,Felújított lakás,1570.37,411.69,770.24,4.71,4.64
2020-Q4,Brassó,Használt lakás,1341.93,350.3,770.24,4.71,4.64
2020-Q4,Jászvásár,Új lakás,1801.79,468.78,794.88,4.71,5.39
2020-Q4,Jászvásár,Felújított lakás,1557.69,430.77,794.88,4.71,5.39
2020-Q4,Jászvásár,Használt lakás,1347.98,369.48,794.88,4.71,5.39
2020-Q4,Konstanca,Új lakás,1779.98,483.25,797.21,4.71,5.27
2020-Q4,Konstanca,Felújított lakás,1572.71,410.08,797.21,4.71,5.27
2020-Q4,Konstanca,Használt lakás,1340.94,371.63,797.21,4.71,5.27
